Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG49063	Protease_inhibitor_protein	75	79	90	117	101	114	4	10	18	4	0	0	4	0	0	2	0	2	0	4	0	0	0	3	43	21	23	91	56	170	186	248	132	29	36	30	36	13	10	38	51	28	39	58	153	55	36	64
CEG49064	hypothetical_protein	6	8	5	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	2	4	0	1	0	3	0	1	2	4	0	2	2	5	0	7	3	6
CEG49065	peroxisomal_multifunctional	1308	1441	1023	1410	1336	1054	17	23	37	15	63	68	52	40	36	50	38	61	62	159	47	73	46	87	266	156	224	1337	386	1237	2152	2465	1321	1187	1493	2193	1373	1056	1323	859	1192	1612	706	607	870	683	625	641
CEG49066	rub1-conjugating_enzyme_e2	305	303	250	324	296	305	7	6	35	16	43	12	6	8	16	21	15	9	46	74	24	19	27	34	154	70	162	887	171	902	1207	1570	857	767	1310	1438	848	768	892	778	897	1129	644	688	484	519	729	637
CEG49067	Uncharacterized_conserved_protein,_contains_WD40_repeats	452	487	607	593	708	738	30	19	68	29	70	64	17	51	58	39	13	49	34	70	13	14	24	36	140	56	92	685	199	667	862	1340	805	697	1240	1112	698	629	659	1086	813	1394	911	1120	719	1178	1135	1163
CEG49068	isoform_a	18	14	12	10	22	8	1	4	3	0	4	0	5	0	0	1	0	0	4	8	5	6	4	0	7	8	9	51	12	50	88	118	60	34	70	113	54	26	44	17	53	48	5	11	15	5	9	19
CEG49069	Anion_exchanger_adaptor_protein_Kanadaptin,_contains_FHA_domain	341	336	552	559	681	605	0	8	7	4	11	1	8	5	4	11	11	8	3	21	13	4	2	5	41	25	34	197	64	191	291	349	229	208	435	417	232	206	289	135	176	351	186	260	169	297	265	400
CEG49070	hypothetical_protein	1677	1346	1716	2475	2563	1935	3	4	15	2	8	7	3	7	6	2	0	15	13	14	0	6	2	6	23	20	27	393	102	432	534	690	327	672	1046	1068	744	881	950	698	596	1151	1891	2743	428	2913	2486	2927
CEG49071	RxLR-like_protein	34	21	15	31	14	38	0	0	0	0	0	0	0	0	0	4	0	0	1	12	5	6	1	11	42	20	31	238	80	250	494	691	366	330	371	573	320	335	371	257	265	395	53	69	107	113	80	139
CEG49072	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49073	notchless_family_protein	2186	1945	1748	1666	1623	1511	21	18	47	32	88	57	44	11	31	28	16	19	50	49	26	25	38	78	139	85	151	1093	205	1034	1292	1670	827	860	717	1417	1147	995	1005	1204	1052	1383	2406	4159	1048	3643	3610	4739
CEG49074	hypothetical_protein	3242	4298	4470	3210	3844	3955	32	94	145	16	74	63	32	25	27	25	5	26	70	102	41	42	44	40	185	115	187	2447	653	2155	2456	3193	1673	1883	2628	3317	1999	2132	2297	2263	2229	3790	4307	4396	2315	5762	5589	5059
CEG49075	hypothetical_protein	1765	1919	1736	1997	1773	1643	13	1	5	0	7	1	0	6	1	6	0	8	7	16	1	1	22	14	51	24	39	468	120	386	551	722	362	515	1149	802	493	479	404	309	367	465	255	359	344	397	434	717
CEG49076	mrna_surveillance_protein_pelota	3958	3565	3192	4937	4971	4046	7	0	8	0	3	1	1	9	3	9	5	5	37	82	11	15	39	74	198	97	137	1356	425	1207	1951	2371	1431	1253	2627	2583	1400	1242	1377	816	1069	1675	1259	2062	644	2609	1672	3250
CEG49077	trafficking_protein_particle_complex_subunit_2-like_protein	191	200	160	199	215	175	6	1	1	9	10	1	17	9	12	19	10	27	15	45	6	7	25	18	74	27	58	354	101	297	783	822	492	419	582	700	511	353	377	286	327	484	235	209	211	309	333	277
CEG49078	hypothetical_protein	0	3	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CEG49079	hypothetical_protein	5	2	11	11	6	11	9	5	0	2	1	9	0	5	8	5	0	0	3	6	0	0	0	0	0	0	0	6	0	5	38	7	5	12	5	10	8	3	7	1	6	18	12	15	0	19	20	26
CEG49080	gag-pol_polyprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49081	60s_ribosomal_protein_l30	13245	16843	11929	13350	11914	10096	191	430	445	189	346	365	247	160	246	284	88	363	500	1748	443	539	695	1059	2833	1582	2531	12328	3401	9592	13900	15789	8640	6780	8180	12519	7910	6223	6118	6418	7147	9186	6855	6880	7134	8928	8215	9771
CEG49082	Uncharacterized_conserved_protein	3249	3656	3366	4634	4847	3528	81	204	233	16	47	29	16	14	41	12	4	16	24	52	16	12	14	32	110	35	76	424	134	411	485	608	394	357	535	621	334	322	258	204	267	407	537	813	255	1166	839	1062
CEG49083	atp-binding_cassette_superfamily	10407	9438	13904	15301	20636	19339	197	521	838	16	75	38	44	47	54	19	5	20	61	42	21	26	27	38	178	67	165	461	114	494	841	1024	548	515	984	1001	596	454	495	322	348	623	632	1054	449	1377	1182	1406
CEG49084	Predicted_helicase	53	38	60	66	106	86	0	0	3	0	1	0	5	2	0	5	0	0	0	8	3	4	9	3	24	1	6	43	8	41	57	79	34	33	54	68	51	26	33	41	47	102	23	25	22	28	30	54
CEG49085	2og-fe_oxygenase_superfamily_protein	81	85	68	69	75	71	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	7	0	10	18	20	3	7	13	4	7	4	0	7	0	5	16	20	4	7	12	7
CEG49086	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	13	7
CEG49087	dihydrodipicolinate_reductase	881	1031	1383	920	1260	1289	1	0	0	0	7	2	7	1	12	2	0	3	30	46	9	23	27	31	140	68	114	901	212	929	1418	1619	805	841	1631	1672	1073	896	967	837	901	1314	400	532	578	623	703	783
CEG49088	60s_ribosomal_protein	20291	22498	16283	20173	18028	13501	206	568	878	304	908	548	363	281	419	430	142	575	1193	3244	1052	1141	1363	1941	5225	2936	4607	23788	7983	17629	27406	29078	17332	12735	26276	23965	16419	10562	12791	12245	13340	17102	13548	14264	12540	17332	16391	19477
CEG49089	protein_arginine_n-methyltransferase	176	158	225	308	315	310	13	21	83	15	64	32	9	11	15	16	3	30	30	51	16	18	43	60	125	76	112	275	44	286	338	371	277	149	354	314	184	140	148	180	190	222	129	155	282	110	194	256
CEG49090	anti-silencing_partial	1262	1483	1827	1666	2086	2088	31	28	97	37	79	38	24	32	49	29	23	42	44	71	34	25	32	54	232	134	222	1339	277	1228	1540	1913	1059	1152	2012	1944	1212	1213	1225	1393	1216	2216	2099	2957	1089	3020	2822	3182
CEG49091	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEG49092	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49093	aminotransferase	567	596	876	490	758	885	7	30	86	12	61	39	47	36	57	26	15	58	98	133	63	81	64	154	494	279	350	1521	322	1454	1738	2437	1342	980	1653	1909	959	726	940	695	903	1121	541	569	1305	724	807	1027
CEG49094	hypothetical_protein_PPTG_13884	512	700	806	675	951	992	16	31	31	10	48	28	24	7	6	20	6	12	12	50	10	14	21	54	116	88	85	465	98	420	583	849	521	381	926	773	526	372	453	403	358	685	427	511	325	636	546	716
CEG49095	RxLR-like_protein	127	160	121	193	174	169	8	12	7	17	21	12	21	12	26	20	0	25	22	43	15	14	36	70	146	76	118	661	158	487	862	960	557	487	1027	804	575	449	484	343	465	624	189	133	398	156	188	181
CEG49096	Chloroperoxidase	261	208	207	164	188	175	3	0	0	0	0	0	0	0	0	17	1	13	759	573	509	156	308	444	3	4	5	11	0	11	123	29	2	15	51	36	11	7	7	22	27	11	10	26	12	25	32	26
CEG49097	hypothetical_protein	109	135	152	151	163	193	0	0	0	0	0	1	0	0	0	0	0	0	4	8	0	2	1	1	10	3	30	104	13	89	231	252	82	68	220	106	86	68	63	48	69	105	227	450	102	327	373	516
CEG49098	hypothetical_protein	0	0	4	0	8	5	0	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3	0	1	4	28	1	5	62	40
CEG49099	hypothetical_protein	3	8	1	7	4	6	60	194	274	9	13	7	25	13	10	4	0	1	6	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	1	0
CEG49100	RxLR-like_protein	11	7	8	4	3	4	37	137	228	68	42	28	58	33	47	29	6	15	88	173	63	53	67	138	151	70	92	223	98	307	449	1101	258	918	2454	1621	497	287	439	241	642	528	266	10	326	10	3	3
CEG49101	hypothetical_protein_PHYSODRAFT_258942	836	973	1138	955	1268	1131	22	82	103	13	27	20	33	20	18	23	5	28	79	145	71	83	103	154	479	282	444	3464	916	3154	3830	4138	2325	1888	3694	3615	2117	1296	1697	1183	1667	1749	1454	1618	1408	2076	2158	1935
CEG49102	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49103	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49104	Ribonuclease_H-like_domain	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49105	hypothetical_protein	421	422	373	440	498	312	8	3	8	28	21	26	10	14	19	16	0	6	4	19	1	3	2	5	25	20	39	262	88	251	350	497	179	261	458	512	387	375	433	448	397	622	893	1175	217	1030	1028	1382
CEG49106	exportin-6-like_protein	396	541	612	471	609	717	19	33	47	22	40	24	27	17	34	7	1	8	24	51	16	9	19	30	120	56	101	461	84	462	779	927	598	466	839	892	591	457	555	506	477	748	658	917	474	1031	954	1115
CEG49107	conserved_hypothetical_protein	220	204	379	294	450	440	37	66	55	29	117	93	66	77	159	109	63	134	81	88	58	22	28	42	59	16	41	247	100	261	256	513	191	428	871	800	441	355	385	560	449	607	992	1199	320	1344	1249	1502
CEG49108	hypothetical_protein	114	134	157	86	136	153	1	8	32	0	0	7	0	1	11	6	1	3	9	4	1	0	0	0	1	1	4	130	22	65	210	407	110	186	307	377	223	223	214	121	183	345	124	111	106	187	162	174
CEG49109	hypothetical_protein	368	356	408	307	388	449	11	11	21	5	3	13	6	3	6	1	2	3	6	12	2	10	1	0	13	3	24	318	71	232	598	1102	372	547	976	1092	544	586	477	372	394	678	382	498	283	552	506	511
CEG49110	hypothetical_protein	82	64	72	136	139	130	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	6	40	2	26	57	41	39	23	32	58	41	42	42	39	33	33	71	98	19	127	94	128
CEG49111	hypothetical_protein_F442_19543	3111	2059	3036	4515	4947	3663	8	2	23	3	2	10	4	8	10	3	0	0	8	15	3	9	5	5	15	14	33	237	52	269	380	466	173	223	384	619	307	292	380	269	288	522	537	816	166	1128	861	1580
CEG49112	amino_acid_auxin_permease_family	2479	2390	3521	3042	3637	3278	9	8	19	5	20	9	9	5	3	3	2	6	12	16	9	15	7	9	52	15	21	65	11	60	38	55	28	58	158	92	40	45	36	82	116	188	3845	5420	617	8544	6075	5783
CEG49113	acylamino-acid-releasing_enzyme	321	273	440	348	498	417	3	0	15	9	16	11	9	12	9	4	11	11	30	25	18	20	17	22	91	38	106	435	81	493	616	678	376	330	875	727	373	289	426	238	302	428	87	49	220	43	60	165
CEG49114	dna_polymerase_alpha_epsilon_subunit	17	14	20	28	29	16	2	0	0	5	2	3	0	2	0	13	7	6	6	20	7	4	11	28	131	71	100	499	139	575	647	810	436	375	841	915	457	396	468	341	425	610	76	48	211	31	60	97
CEG49115	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49116	gag-pol_polyprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CEG49117	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49118	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49119	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49120	hypothetical_protein	169	160	281	176	257	314	106	185	480	4	118	66	58	5	53	19	15	21	33	36	17	24	25	54	159	46	98	744	150	724	829	1279	636	268	624	423	282	161	158	311	320	347	267	559	534	485	620	2058
CEG49121	hypothetical_protein_F443_01377	3572	3225	3611	4018	4214	3507	17	3	22	16	39	24	24	12	18	10	6	31	33	47	28	38	34	59	160	92	158	1148	327	1104	1476	1826	939	1063	1704	1960	1300	1211	1363	1251	1250	1874	1808	2279	846	2407	2505	2308
CEG49122	Nuclear_protein,_contains_WD40_repeats	422	519	674	441	581	721	28	43	102	41	61	95	35	36	69	36	4	29	68	85	37	19	33	75	263	89	203	926	256	1081	1377	1692	879	923	1782	1618	855	652	806	691	771	1250	367	360	589	318	454	562
CEG49123	hypothetical_protein	65	39	35	33	40	56	0	7	7	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	5	1	13	65	14	44	94	142	67	55	58	86	98	56	51	77	75	65	38	16	44	14	25	19
CEG49124	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49125	hypothetical_protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
CEG49126	5-aminolevulinate_synthase	806	904	1393	1308	2058	2496	257	648	1049	215	571	393	145	134	221	73	23	60	68	152	46	76	52	124	396	214	380	1671	382	1638	1999	2542	1499	1240	2268	2068	1233	1042	1098	1953	1827	2410	420	515	1063	583	956	915
CEG49127	hypothetical_protein	1258	857	878	1202	1137	872	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	4	76	7	82	49	130	65	40	145	79	44	49	46	141	61	188	105	126	54	123	104	184
CEG49128	hypothetical_protein	1137	858	814	996	930	773	4	0	11	12	5	2	2	4	2	2	0	3	3	20	0	2	12	6	31	7	14	77	7	84	106	102	90	62	151	102	69	61	49	164	111	191	112	91	86	130	139	126
CEG49129	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49130	anion-transporting_atpase	792	923	1365	1178	1443	1500	0	0	3	0	4	16	10	0	10	21	8	19	55	55	26	21	21	46	168	94	150	785	222	845	1220	1510	804	856	1394	1459	1064	1020	1099	726	785	1026	609	1051	512	1273	1396	1439
CEG49131	Uncharacterized_conserved_protein	251	231	167	255	247	183	25	20	30	2	31	6	18	5	0	3	4	9	0	15	20	5	10	15	42	17	23	161	66	117	214	417	243	234	267	364	173	230	219	233	202	304	699	608	178	497	537	396
CEG49132	Transcription_factor_NSD1_and_related_SET_domain_proteins	1460	1534	2424	1677	2219	2451	12	109	104	24	72	61	38	32	42	25	16	18	39	63	29	34	25	33	146	69	97	904	177	937	1244	1858	942	1069	2200	2114	1577	1493	1529	1843	1363	3009	7027	6842	2162	8364	7141	5393
CEG49133	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49134	hypothetical_protein	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3
CEG49135	hypothetical_protein	12	4	6	19	12	13	3	0	0	0	2	0	0	0	0	0	3	0	5	5	3	8	1	4	35	11	25	230	83	237	258	229	162	79	154	86	81	38	45	37	70	91	26	11	184	16	32	220
CEG49136	hypothetical_protein	13	11	22	24	32	23	0	0	0	0	0	2	4	0	2	5	4	0	9	12	8	7	15	18	99	43	61	458	128	398	877	907	438	420	646	733	359	229	309	231	267	349	64	42	257	27	34	147
CEG49137	hypothetical_protein	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	13	0	3	10	4
CEG49138	Uncharacterized_conserved_protein	1819	1563	2188	1882	2269	2285	4	1	20	8	23	22	19	7	26	12	11	15	36	30	17	15	22	42	137	52	83	391	104	305	463	862	464	326	384	452	374	311	351	757	531	728	1649	2282	816	2244	2113	3502
CEG49139	camp-dependent_protein_kinase_type_i_regulatory_subunit-like	26565	16744	17493	23730	20894	16797	29	38	34	14	33	9	34	27	29	21	5	27	42	57	22	18	21	42	158	81	161	720	151	840	606	1764	1105	622	857	1234	1480	1823	1791	6907	4440	7119	29418	38428	5734	31289	24279	37197
CEG49140	atp-dependent_protease_subunit	1042	1125	1121	1206	1309	1029	16	20	24	28	65	36	26	15	37	32	35	28	42	77	44	26	31	55	172	118	182	707	191	702	841	1051	536	565	793	834	682	521	674	605	790	955	697	900	445	946	1031	1067
CEG49141	Uncharacterized_conserved_protein	1921	2332	2668	2382	3004	3052	14	8	23	3	28	21	7	11	16	17	18	25	13	47	6	16	21	17	48	24	38	415	84	391	572	714	370	305	519	548	470	471	481	534	476	803	742	990	475	980	947	902
CEG49142	hypothetical_protein	64	44	31	81	79	46	0	0	7	0	4	13	2	8	3	13	8	9	7	36	7	8	19	20	44	25	44	213	73	217	345	429	278	444	887	800	520	427	501	330	370	578	178	182	148	210	196	278
CEG49143	hypothetical_protein	25	12	22	13	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	9	2	11	53	28	56	39	57	48	64	75	81	97	88	72	78	78	153	42	38	70	49	59	52
CEG49144	ribosomal_protein_l22	1125	959	833	1210	1085	736	7	8	31	6	9	4	24	3	31	21	8	58	182	326	212	237	242	368	1503	763	1294	8106	2551	7907	10162	13101	6797	7415	12729	12006	8183	6502	7661	4821	6855	7691	1721	1249	3398	1589	1847	1651
CEG49145	hypothetical_protein_F443_04239	729	779	1215	1064	1776	1826	33	71	120	81	162	102	79	63	93	47	10	47	41	68	14	10	17	26	100	76	82	349	108	394	596	752	474	330	784	793	373	287	294	309	327	541	317	485	299	451	500	694
CEG49146	syntaxin_7-like_protein	446	439	523	794	961	802	57	93	157	88	439	249	174	132	162	74	80	104	42	87	23	22	22	65	128	68	92	779	247	617	657	999	629	433	752	611	405	230	271	1179	923	1383	1143	1143	905	1101	777	838
CEG49147	hypothetical_protein	292	406	486	609	733	894	5	5	16	4	26	12	4	16	8	6	7	1	10	12	0	8	5	9	19	14	23	189	40	199	388	399	207	186	447	305	293	211	262	733	340	438	582	907	382	711	902	703
CEG49148	hypothetical_protein	807	1009	1305	809	1125	1116	4	8	13	5	25	26	4	9	10	8	1	16	8	40	19	3	11	29	35	27	60	357	67	349	465	492	339	286	861	726	458	314	478	455	316	701	1022	1863	431	2146	2091	2336
CEG49149	cryptic_tubulin	743	1197	1074	696	878	934	9	7	11	8	26	22	11	15	33	11	6	33	25	59	3	17	8	15	33	11	10	246	72	251	388	478	253	226	432	402	315	221	261	363	322	474	1188	1892	425	2324	2010	2301
CEG49150	hypothetical_protein	246	361	308	259	284	293	2	8	0	9	13	9	9	5	13	33	0	13	41	47	0	15	2	4	17	6	5	180	45	142	269	274	144	148	328	308	150	108	144	228	151	309	784	1008	190	1497	1018	1052
CEG49151	hypothetical_protein	11	18	9	12	13	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	8	7	32	18	4	7	13	14	1	2	7	6	10	8	24	46	6	50	44	53
CEG49152	hypothetical_protein	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	7	0
CEG49153	hypothetical_protein	1144	1102	1072	1140	1248	1150	2	0	0	0	0	0	0	1	0	0	5	3	0	12	0	1	0	1	4	2	9	849	229	1226	2978	3503	1541	2112	3245	4459	3198	3175	3657	2332	2479	3474	5746	8539	1139	10249	8116	10363
CEG49154	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49155	hypothetical_protein	5619	7418	6561	7043	7033	5659	12	63	76	4	34	4	9	10	9	0	3	11	18	25	4	1	8	5	24	24	35	418	111	418	227	217	147	140	242	311	209	178	226	375	292	563	3920	11191	1258	11973	9767	13416
CEG49156	myb-like_dna-binding	12118	13783	20463	11848	14350	15468	0	14	3	0	10	1	2	1	0	1	2	5	1	3	0	5	4	1	11	16	25	1303	260	1173	356	361	230	60	116	77	100	34	60	474	266	343	2295	17157	2089	24519	18746	29340
CEG49157	kinesin-like_protein	2772	2463	3850	2696	3848	4248	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	143	19	166	348	375	204	322	570	907	557	723	932	544	437	968	7870	11146	1222	14861	11418	11869
CEG49158	cell_division_control_protein_6_homolog	500	543	733	638	981	1097	77	159	372	26	103	65	15	24	17	11	6	9	67	75	32	27	30	83	278	120	266	806	221	1055	1402	1954	991	1039	2072	2206	1281	1268	1610	724	1027	1369	520	545	664	486	717	579
CEG49159	Ankyrin	183	273	371	276	332	442	16	17	33	14	80	58	34	34	79	22	14	27	30	19	2	6	7	6	15	5	12	111	11	97	137	209	84	137	327	293	194	179	193	942	431	703	4922	5244	1399	4036	4764	3847
CEG49160	hypothetical_protein	362	364	240	273	183	174	0	0	1	1	1	3	3	0	3	2	5	4	3	2	0	0	0	2	0	0	2	6	9	9	25	26	21	18	20	23	25	29	26	45	18	50	156	142	44	123	161	209
CEG49161	hypothetical_protein	448	582	618	414	612	630	2	3	13	1	3	0	0	2	2	3	0	0	5	3	0	0	0	2	18	6	12	27	17	49	132	104	53	35	105	82	51	36	48	46	22	62	59	142	33	132	186	321
CEG49162	ribonucleoside-diphosphate_reductase_small_chain	1874	1606	1322	1648	1500	1209	1012	1853	3601	40	192	165	59	42	68	25	11	22	81	125	51	75	206	128	343	198	292	1201	299	983	1257	1765	1147	802	1039	1072	690	341	459	223	440	417	136	134	787	91	157	524
CEG49163	cleavage_induced_hypothetical_protein	3820	3322	6336	4023	6168	6585	28	80	127	10	53	41	21	16	29	10	0	13	11	7	0	3	3	2	7	9	23	410	159	446	607	1201	665	1128	1715	1394	813	605	682	685	623	716	3207	5690	967	5652	5223	4762
CEG49164	TPR-containing_nuclear_phosphoprotein_that_regulates_K(_)_uptake	446	482	632	553	798	739	34	16	51	16	44	68	28	29	27	9	15	25	78	143	28	22	29	43	269	103	182	1298	271	1292	1970	2568	1445	1161	2204	2286	1564	1264	1456	1557	1379	2172	1847	2808	994	2894	2852	2942
CEG49165	hypothetical_protein	828	881	1031	1038	1161	958	8	1	11	22	60	36	32	23	26	16	5	19	25	47	25	23	28	34	53	36	78	671	169	540	725	812	494	513	928	1004	599	566	696	737	692	1079	1383	1726	441	1845	1486	1769
CEG49166	Leucine-rich_repeat,_ribonuclease_inhibitor_subtype	197	224	327	201	290	320	4	12	1	1	8	4	9	4	2	1	0	0	0	4	3	0	7	0	20	11	13	114	26	117	153	188	112	86	204	178	121	82	103	98	103	165	82	109	90	77	146	166
CEG49167	peptidyl-prolyl_cis-trans_isomerase_e-like	2069	1844	1649	1957	1589	1371	6	4	7	6	40	38	24	20	35	15	9	12	18	41	13	16	16	20	90	13	61	478	144	398	576	852	434	491	409	834	559	645	557	547	559	836	1647	2163	375	2628	2080	2224
CEG49168	v-type_c_subunit	11957	14627	13112	12474	13686	13402	45	75	117	19	40	37	30	12	35	30	8	23	63	78	16	22	45	44	193	95	131	1055	271	877	1209	1939	920	1002	1085	1732	1470	1492	1483	1739	1511	2116	6208	9459	1641	10214	8861	9940
CEG49169	hypothetical_protein	659	867	840	708	861	949	40	11	56	26	54	31	36	35	72	30	10	25	48	86	29	15	15	19	183	74	98	874	180	761	1222	1640	907	998	1511	1498	1258	1206	1116	2776	1955	3717	3570	3220	1972	2625	2783	1588
CEG49170	sorting_and_assembly_machinery_component_50_putativ	1798	2151	2575	1672	2323	2498	63	57	75	50	156	81	75	31	112	66	12	83	103	186	47	48	50	105	414	191	355	2689	622	2475	3651	4441	2285	2653	4487	4444	3337	2830	3010	3299	3294	5068	3312	3082	2429	2775	2842	2318
CEG49171	hypothetical_protein	5	17	12	10	8	10	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	8	1	9	1	10	9	6	9	15	7	4	8	11	16	17	19	26	7	17	23	16
CEG49172	hypothetical_protein	2540	2875	3771	3035	3622	3536	50	49	116	25	55	68	45	32	34	48	15	48	9	38	17	8	14	37	79	54	52	503	150	446	783	1041	517	455	846	884	702	619	651	588	581	961	3040	7014	723	9070	6583	9024
CEG49173	Predicted_cation_transporter	1113	1352	979	1592	1642	1286	19	59	37	40	89	41	79	34	42	32	3	16	21	72	17	10	14	13	124	94	178	837	220	692	606	1007	495	548	630	554	862	478	489	1003	819	776	3148	4149	771	2729	2387	2323
CEG49174	Prenylated_rab_acceptor_1	989	931	1623	1254	1704	1759	57	159	287	41	102	64	38	27	51	35	26	53	24	72	6	23	23	42	148	60	83	682	166	581	771	1162	714	648	1248	1017	580	520	521	615	562	923	955	1631	767	1919	2074	1728
